"Contract Number","Plan ID","Organization Type","Plan Type","Offers Part D","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date","Enrollment"
"H2456","002","Local CCP","HMO","Yes","UCARE MINNESOTA","UCare's MSHO","UCare's Minnesota Senior Health Options (HMO SNP)","UCare Minnesota","01/01/1997","13445"
"H2458","002","Local CCP","HMO","Yes","MEDICA HEALTH PLANS","Medica","Medica DUAL Solution (HMO SNP)","Medica Holding Company","07/01/1997","10963"
"H2459","001","Local CCP","HMOPOS","No","UCARE MINNESOTA","UCare","UCare Value (HMO-POS)","UCare Minnesota","05/01/1998","8186"
"H2459","020","Local CCP","HMOPOS","Yes","UCARE MINNESOTA","UCare","UCare Prime (HMO-POS)","UCare Minnesota","05/01/1998","1303"
"H2459","021","Local CCP","HMOPOS","Yes","UCARE MINNESOTA","UCare","UCare Classic (HMO-POS)","UCare Minnesota","05/01/1998","44134"
"H2459","023","Local CCP","HMOPOS","Yes","UCARE MINNESOTA","UCare","UCare Essentials Rx (HMO-POS)","UCare Minnesota","05/01/1998","27679"
"H2459","024","Local CCP","HMOPOS","Yes","UCARE MINNESOTA","UCare","UCare Standard (HMO-POS)","UCare Minnesota","05/01/1998","5098"
"H2459","025","Local CCP","HMOPOS","Yes","UCARE MINNESOTA","UCare","UCare Total (HMO-POS)","UCare Minnesota","05/01/1998","384"
"H2459","026","Local CCP","HMOPOS","Yes","UCARE MINNESOTA","UCare","UCare Complete (HMO-POS)","UCare Minnesota","05/01/1998","10474"
"H2459","801","Local CCP","HMOPOS","Yes","UCARE MINNESOTA","UCare","Group UCare (HMO-POS)","UCare Minnesota","05/01/1998","5965"
"H2461","005","1876 Cost","1876 Cost","No","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross and Blue Shield of Minnesota","Platinum Blue Core Plan (Cost)","Aware Integrated, Inc.","01/01/1999","5092"
"H2461","006","1876 Cost","1876 Cost","No","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross and Blue Shield of Minnesota","Platinum Blue Choice Plan (Cost)","Aware Integrated, Inc.","01/01/1999","10475"
"H2461","007","1876 Cost","1876 Cost","No","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross and Blue Shield of Minnesota","Platinum Blue Complete Plan (Cost)","Aware Integrated, Inc.","01/01/1999","17820"
"H2461","008","1876 Cost","1876 Cost","Yes","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross and Blue Shield of Minnesota","Platinum Blue Core Plan with Rx (Cost)","Aware Integrated, Inc.","01/01/1999","568"
"H2461","009","1876 Cost","1876 Cost","Yes","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross and Blue Shield of Minnesota","Platinum Blue Choice Plan with Rx (Cost)","Aware Integrated, Inc.","01/01/1999","6434"
"H2461","010","1876 Cost","1876 Cost","Yes","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross and Blue Shield of Minnesota","Platinum Blue Complete Plan with Rx (Cost)","Aware Integrated, Inc.","01/01/1999","5160"
"H2462","004","1876 Cost","1876 Cost","No","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Freedom Basic (Cost)","HealthPartners, Inc.","01/01/1999","40"
"H2462","010","1876 Cost","1876 Cost","No","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Freedom Ultimate (Cost)","HealthPartners, Inc.","01/01/1999","187"
"H2462","016","1876 Cost","1876 Cost","No","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Freedom Balance (Cost)","HealthPartners, Inc.","01/01/1999","1306"
"H2462","017","1876 Cost","1876 Cost","Yes","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Freedom Balance with Rx (Cost)","HealthPartners, Inc.","01/01/1999","1095"
"H2462","018","1876 Cost","1876 Cost","No","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Freedom Vital (Cost)","HealthPartners, Inc.","01/01/1999","528"
"H2462","019","1876 Cost","1876 Cost","Yes","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Freedom Vital with Rx (Cost)","HealthPartners, Inc.","01/01/1999","843"
"H2462","022","1876 Cost","1876 Cost","No","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Sanford Basic (Cost)","HealthPartners, Inc.","01/01/1999","*"
"H2462","023","1876 Cost","1876 Cost","No","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Sanford Vital (Cost)","HealthPartners, Inc.","01/01/1999","140"
"H2462","024","1876 Cost","1876 Cost","No","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Sanford Active (Cost)","HealthPartners, Inc.","01/01/1999","353"
"H2462","025","1876 Cost","1876 Cost","No","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Sanford Ultimate (Cost)","HealthPartners, Inc.","01/01/1999","86"
"H2462","801","1876 Cost","1876 Cost","Yes","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Retiree Group Calendar Year (Cost)","HealthPartners, Inc.","01/01/1999","1433"
"H2462","802","1876 Cost","1876 Cost","Yes","GROUP HEALTH PLAN, INC. (MN)","HealthPartners","HealthPartners Retiree Group Non-Calendar Year (Cost)","HealthPartners, Inc.","01/01/1999","*"
"H2463","001","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF TEXAS, INC.","Humana","Humana Gold Plus H2463-001 (HMO)","Humana Inc.","01/01/2019","4277"
"H2463","002","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF TEXAS, INC.","Humana","Humana Gold Plus H2463-002 (HMO)","Humana Inc.","01/01/2019","619"
"H2486","003","Local CCP","HMO","Yes","HUMANA MEDICAL PLAN OF UTAH, INC.","Humana","Humana Gold Plus H2486-003 (HMO)","Humana Inc.","01/01/2008","2640"
"H2486","801","Local CCP","HMO","Yes","HUMANA MEDICAL PLAN OF UTAH, INC.","Humana","Humana Medicare Employer (HMO)","Humana Inc.","01/01/2008","*"
"H2486","802","Local CCP","HMO","No","HUMANA MEDICAL PLAN OF UTAH, INC.","Humana","Humana Medicare Employer (HMO)","Humana Inc.","01/01/2008","*"
"H2491","004","Local CCP","HMO","Yes","WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","WellCare","'Ohana Liberty (HMO SNP)","WellCare Health Plans, Inc.","01/01/2009","4180"
"H2491","006","Local CCP","HMO","Yes","WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","WellCare","WellCare Access (HMO SNP)","WellCare Health Plans, Inc.","01/01/2009","5750"
"H2491","007","Local CCP","HMO","Yes","WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","WellCare","WellCare Value (HMO)","WellCare Health Plans, Inc.","01/01/2009","4274"
"H2491","008","Local CCP","HMO","Yes","WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","WellCare","WellCare Liberty (HMO SNP)","WellCare Health Plans, Inc.","01/01/2009","2947"
"H2491","009","Local CCP","HMO","Yes","WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","WellCare","'Ohana Value (HMO)","WellCare Health Plans, Inc.","01/01/2009","1067"
"H2491","010","Local CCP","HMO","Yes","WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","WellCare","WellCare Rx (HMO)","WellCare Health Plans, Inc.","01/01/2009","798"
"H2506","001","Demo","Medicare-Medicaid Plan HMO","Yes","AETNA BETTER HEALTH, INC. (IL)","Aetna Better Health Premier Plan","Aetna Better Health Premier Plan (Medicare-Medicaid Plan)","CVS Health Corporation","02/01/2014","7995"
"H2531","001","Demo","Medicare-Medicaid Plan HMO","Yes","UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO, INC.","UnitedHealthcare Community Plan","UnitedHealthcare Connected for MyCareOhio (Medicare-Medicaid Plan)","UnitedHealth Group, Inc.","05/01/2014","14253"
"H2533","001","Demo","Medicare-Medicaid Plan HMO","Yes","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Molina Healthcare of South Carolina","Molina Dual Options (Medicare-Medicaid Plan)","Molina Healthcare, Inc.,","02/01/2015","3673"
"H2537","001","National PACE","National PACE","Yes","SPIRITRUST LUTHERAN LIFE","SpiriTrust Lutheran LIFE","SpiriTrust Lutheran LIFE - Dual (PACE)","SpiritTrust Lutheran","09/01/2008","104"
"H2537","002","National PACE","National PACE","Yes","SPIRITRUST LUTHERAN LIFE","SpiriTrust Lutheran LIFE","SpiriTrust Lutheran LIFE  - Medicare Only (PACE)","SpiritTrust Lutheran","09/01/2008","*"
"H2563","003","Local CCP","HMO","Yes","OPTIMA HEALTH PLAN","Optima Medicare","Optima Medicare Value (HMO)","Sentara Health Care (SHC)","01/01/2014","2227"
"H2563","004","Local CCP","HMO","Yes","OPTIMA HEALTH PLAN","Optima Medicare","Optima Community Complete (HMO SNP)","Sentara Health Care (SHC)","01/01/2014","565"
"H2563","005","Local CCP","HMO","Yes","OPTIMA HEALTH PLAN","Optima Medicare","Optima Medicare Prime (HMO)","Sentara Health Care (SHC)","01/01/2014","1020"
"H2591","801","Local CCP","Local PPO","No","HEALTH ALLIANCE - MIDWEST, INC.","Health Alliance Medicare","Medicare Employer PPO (PPO)","The Carle Foundation","01/01/2015","*"
"H2591","802","Local CCP","Local PPO","Yes","HEALTH ALLIANCE - MIDWEST, INC.","Health Alliance Medicare","Health Alliance Medicare (PPO)","The Carle Foundation","01/01/2015","318"
"H2591","803","Local CCP","Local PPO","Yes","HEALTH ALLIANCE - MIDWEST, INC.","Health Alliance Medicare","Health Alliance Medicare (non calendar) (PPO)","The Carle Foundation","01/01/2015","*"
"H2593","001","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage CareMore Classic (HMO)","Anthem Inc.","01/01/2010","4646"
"H2593","003","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage CareMore Care To You (HMO SNP)","Anthem Inc.","01/01/2010","1151"
"H2593","005","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage CareMore COPD (HMO SNP)","Anthem Inc.","01/01/2010","827"
"H2593","006","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage CareMore Diabetes (HMO SNP)","Anthem Inc.","01/01/2010","3188"
"H2593","013","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage CareMore Heart Care (HMO SNP)","Anthem Inc.","01/01/2010","983"
"H2593","018","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage CareMore Smart Value (HMO)","Anthem Inc.","01/01/2010","2367"
"H2593","019","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage CareMore Care To You (HMO SNP)","Anthem Inc.","01/01/2010","650"
"H2593","020","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage CareMore Care Access (HMO)","Anthem Inc.","01/01/2010","233"
"H2593","021","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Dual Coordination (HMO SNP)","Anthem Inc.","01/01/2010","11261"
"H2593","022","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Classic (HMO)","Anthem Inc.","01/01/2010","4700"
"H2593","023","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Classic (HMO)","Anthem Inc.","01/01/2010","1275"
"H2593","024","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Plus (HMO)","Anthem Inc.","01/01/2010","662"
"H2593","025","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Balance (HMO)","Anthem Inc.","01/01/2010","793"
"H2593","026","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Select (HMO)","Anthem Inc.","01/01/2010","4166"
"H2593","027","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Select (HMO)","Anthem Inc.","01/01/2010","3497"
"H2593","028","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Classic (HMO)","Anthem Inc.","01/01/2010","14978"
"H2593","029","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Select (HMO)","Anthem Inc.","01/01/2010","7416"
"H2593","030","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Dual Coordination (HMO SNP)","Anthem Inc.","01/01/2010","20247"
"H2593","031","Local CCP","HMOPOS","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage ESRD (HMO-POS SNP)","Anthem Inc.","01/01/2010","440"
"H2593","032","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Dual Premier (HMO SNP)","Anthem Inc.","01/01/2010","9393"
"H2593","033","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Dual Secure (HMO SNP)","Anthem Inc.","01/01/2010","405"
"H2593","034","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Dual Secure (HMO SNP)","Anthem Inc.","01/01/2010","115"
"H2593","035","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Dual Secure (HMO SNP)","Anthem Inc.","01/01/2010","64"
"H2593","036","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Dual Secure (HMO SNP)","Anthem Inc.","01/01/2010","70"
"H2593","037","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Diabetes (HMO SNP)","Anthem Inc.","01/01/2010","124"
"H2593","038","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage Heart (HMO SNP)","Anthem Inc.","01/01/2010","37"
"H2593","039","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage COPD (HMO SNP)","Anthem Inc.","01/01/2010","17"
"H2593","801","Local CCP","HMO","No","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage CareMore EGWP (HMO)","Anthem Inc.","01/01/2010","*"
"H2593","802","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage CareMore EGWP MAPD (HMO)","Anthem Inc.","01/01/2010","*"
"H2593","804","Local CCP","HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup","Amerivantage CareMore EGWP MAPD (HMO)","Anthem Inc.","01/01/2010","*"
"H2610","005","Local CCP","HMO","Yes","ESSENCE HEALTHCARE, INC.","Essence Healthcare","Essence Advantage (HMO)","Essence Group Holdings Corporation","06/01/2004","45063"
"H2610","006","Local CCP","HMO","Yes","ESSENCE HEALTHCARE, INC.","Essence Healthcare","Essence Advantage Plus (HMO)","Essence Group Holdings Corporation","06/01/2004","1336"
"H2610","011","Local CCP","HMO","Yes","ESSENCE HEALTHCARE, INC.","Essence Healthcare","Essence Advantage (HMO)","Essence Group Holdings Corporation","06/01/2004","1229"
"H2610","015","Local CCP","HMO","Yes","ESSENCE HEALTHCARE, INC.","Essence Healthcare","CoxHealth MedicarePlus (HMO)","Essence Group Holdings Corporation","06/01/2004","9048"
"H2610","016","Local CCP","HMO","Yes","ESSENCE HEALTHCARE, INC.","Essence Healthcare","Essence Advantage Select (HMO)","Essence Group Holdings Corporation","06/01/2004","6518"
"H2610","803","Local CCP","HMO","Yes","ESSENCE HEALTHCARE, INC.","Essence Healthcare","Essence Advantage EGWP MAPD calendar (HMO)","Essence Group Holdings Corporation","06/01/2004","*"
"H2610","804","Local CCP","HMO","Yes","ESSENCE HEALTHCARE, INC.","Essence Healthcare","Essence Advantage EGWP MAPD non-calendar (HMO)","Essence Group Holdings Corporation","06/01/2004","*"
"H2663","002","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Advantra Option 2 (HMO)","CVS Health Corporation","11/01/1995","1549"
"H2663","005","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Gold Advantage (HMO)","CVS Health Corporation","11/01/1995","29130"
"H2663","006","Local CCP","HMOPOS","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Advantra Option 1 (HMO-POS)","CVS Health Corporation","11/01/1995","1937"
"H2663","015","Local CCP","HMOPOS","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Total Care (HMO-POS)","CVS Health Corporation","11/01/1995","1592"
"H2663","016","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Coventry Total Care (HMO)","CVS Health Corporation","11/01/1995","596"
"H2663","017","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Total Care (HMO)","CVS Health Corporation","11/01/1995","451"
"H2663","021","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Advantage (HMO)","CVS Health Corporation","11/01/1995","8835"
"H2663","022","Local CCP","HMO","No","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Advantage (no drug) (HMO)","CVS Health Corporation","11/01/1995","455"
"H2663","023","Local CCP","HMOPOS","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Advantage Plus (HMO-POS)","CVS Health Corporation","11/01/1995","8120"
"H2663","024","Local CCP","HMOPOS","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Total Care (HMO-POS)","CVS Health Corporation","11/01/1995","892"
"H2663","025","Local CCP","HMO","No","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Select Advantage (no drug) (HMO)","CVS Health Corporation","11/01/1995","196"
"H2663","026","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Advantra Advantage (HMO)","CVS Health Corporation","11/01/1995","9464"
"H2663","027","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Advantra Advantage (HMO)","CVS Health Corporation","11/01/1995","2336"
"H2663","028","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Medicare Advantage Total Care (HMO)","CVS Health Corporation","11/01/1995","2257"
"H2663","029","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Advantra Total Care (HMO)","CVS Health Corporation","11/01/1995","2072"
"H2663","032","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Gold Advantage Value (HMO)","CVS Health Corporation","11/01/1995","1049"
"H2663","802","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Employer Group Calendar Rx (HMO)","CVS Health Corporation","11/01/1995","2793"
"H2663","805","Local CCP","HMO","No","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Employer Group Calendar No Rx (HMO)","CVS Health Corporation","11/01/1995","433"
"H2663","810","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Employer Group SOI w/Rx (HMO)","CVS Health Corporation","11/01/1995","6946"
"H2663","811","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Heartland Advantra Empoyer Group w/RX (HMO)","CVS Health Corporation","11/01/1995","521"
"H2663","812","Local CCP","HMO","No","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Heartland Employer Group w/o RX (HMO)","CVS Health Corporation","11/01/1995","*"
"H2663","813","Local CCP","HMO","Yes","COVENTRY HEALTH CARE OF MISSOURI, INC","Aetna Medicare","Heartland Advantra Employer Group w/RX (HMO)","CVS Health Corporation","11/01/1995","106"
"H2758","002","Local CCP","HMO","Yes","BEHEALTHY FLORIDA, INC.","Florida Blue Preferred HMO","BlueMedicare Preferred (HMO)","Guidewell Mutual Holding Corporation","01/01/2014","969"
"H2758","004","Local CCP","HMO","Yes","BEHEALTHY FLORIDA, INC.","Florida Blue Preferred HMO","BlueMedicare Preferred (HMO)","Guidewell Mutual Holding Corporation","01/01/2014","2291"
"H2758","006","Local CCP","HMO","Yes","BEHEALTHY FLORIDA, INC.","Florida Blue Preferred HMO","BlueMedicare Preferred (HMO)","Guidewell Mutual Holding Corporation","01/01/2014","2352"
"H2758","008","Local CCP","HMOPOS","Yes","BEHEALTHY FLORIDA, INC.","Florida Blue Preferred HMO","BlueMedicare Preferred POS (HMO-POS)","Guidewell Mutual Holding Corporation","01/01/2014","140"
"H2773","003","Local CCP","HMO","Yes","QUALITY HEALTH PLANS OF NEW YORK, INC.","QUALITY HEALTH PLANS","Advantage Health LI - SNP (HMO SNP)","QHP Financial Group, Inc.","01/01/2010","534"
"H2773","017","Local CCP","HMO","Yes","QUALITY HEALTH PLANS OF NEW YORK, INC.","QUALITY HEALTH PLANS","Advantage Health NYC - SNP (HMO SNP)","QHP Financial Group, Inc.","01/01/2010","80"
"H2773","018","Local CCP","HMO","Yes","QUALITY HEALTH PLANS OF NEW YORK, INC.","QUALITY HEALTH PLANS","Advantage Value One NY - Dual (HMO SNP)","QHP Financial Group, Inc.","01/01/2010","19"
"H2773","019","Local CCP","HMO","Yes","QUALITY HEALTH PLANS OF NEW YORK, INC.","QUALITY HEALTH PLANS","Advantage Silver - NY (HMO)","QHP Financial Group, Inc.","01/01/2010","1702"
