Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
H2261,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.",Blue Cross Blue Shield of Massachusetts,Medicare HMO Blue (HMO),"Blue Cross and Blue Shield of Massachusetts, Inc.",01/01/1996
H2261,809,Local CCP,HMO/HMOPOS,No,No,Yes,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.",Blue Cross Blue Shield of Massachusetts,Medicare HMO Blue (HMO),"Blue Cross and Blue Shield of Massachusetts, Inc.",01/01/1996
H2288,1,Local CCP,HMO/HMOPOS,Yes,No,No,BRIGHT HEALTH INSURANCE COMPANY OF NEW YORK,Bright Health,Bright Advantage (HMO),"Bright Health, Inc.",01/01/2019
H2288,2,Local CCP,HMO/HMOPOS,Yes,No,No,BRIGHT HEALTH INSURANCE COMPANY OF NEW YORK,Bright Health,Bright Advantage Plus (HMO),"Bright Health, Inc.",01/01/2019
H2288,3,Local CCP,HMO/HMOPOS,Yes,Yes,No,BRIGHT HEALTH INSURANCE COMPANY OF NEW YORK,Bright Health,Bright Advantage Special Care (HMO SNP),"Bright Health, Inc.",01/01/2019
H2288,5,Local CCP,HMO/HMOPOS,Yes,No,No,BRIGHT HEALTH INSURANCE COMPANY OF NEW YORK,Bright Health,Bright Advantage Assist (HMO),"Bright Health, Inc.",01/01/2019
H2292,1,Local CCP,Local PPO,Yes,Yes,No,"OXFORD HEALTH INSURANCE, INC.",UnitedHealthcare,UnitedHealthcare Nursing Home Plan 1 (PPO SNP),"UnitedHealth Group, Inc.",01/01/2019
H2292,2,Local CCP,Local PPO,Yes,Yes,No,"OXFORD HEALTH INSURANCE, INC.",UnitedHealthcare,UnitedHealthcare Nursing Home Plan 1 (PPO SNP),"UnitedHealth Group, Inc.",01/01/2019
H2318,1,National PACE,National PACE,Yes,No,No,PACE SOUTHEAST MICHIGAN,PACE Southeast Michigan,PACE Southeast Michigan (PACE),Henry Ford Health System,11/01/2003
H2318,2,National PACE,National PACE,Yes,No,No,PACE SOUTHEAST MICHIGAN,PACE Southeast Michigan,PACE Southeast Michigan (PACE),Henry Ford Health System,11/01/2003
H2320,7,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare (HMO-POS),Spectrum Health System,07/01/2005
H2320,8,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare (HMO-POS),Spectrum Health System,07/01/2005
H2320,11,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare Value (HMO-POS),Spectrum Health System,07/01/2005
H2320,12,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare Value (HMO-POS),Spectrum Health System,07/01/2005
H2320,13,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare (HMO-POS),Spectrum Health System,07/01/2005
H2320,15,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare Value (HMO-POS),Spectrum Health System,07/01/2005
H2320,16,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare (HMO-POS),Spectrum Health System,07/01/2005
H2320,18,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare Value (HMO-POS),Spectrum Health System,07/01/2005
H2320,19,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare (HMO-POS),Spectrum Health System,07/01/2005
H2320,21,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare Value (HMO-POS),Spectrum Health System,07/01/2005
H2320,22,Local CCP,HMO/HMOPOS,Yes,No,No,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare Key (HMO-POS),Spectrum Health System,07/01/2005
H2320,802,Local CCP,HMO/HMOPOS,Yes,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG Non-Calendar Year (HMO-POS),Spectrum Health System,07/01/2005
H2320,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG Calendar Year (HMO-POS),Spectrum Health System,07/01/2005
H2320,804,Local CCP,HMO/HMOPOS,Yes,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG HMO w PD Non-Cal Year (HMO),Spectrum Health System,07/01/2005
H2320,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG HMO w PD Cal Year (HMO),Spectrum Health System,07/01/2005
H2320,810,Local CCP,HMO/HMOPOS,No,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG HMO Cal Year (HMO) (HMO),Spectrum Health System,07/01/2005
H2320,811,Local CCP,HMO/HMOPOS,No,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare EG HMO Non-Cal Year (HMO) (HMO),Spectrum Health System,07/01/2005
H2320,812,Local CCP,HMO/HMOPOS,No,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare HMO-POS No RX EGWP Calendar (HMO-POS),Spectrum Health System,07/01/2005
H2320,813,Local CCP,HMO/HMOPOS,No,No,Yes,PRIORITY HEALTH,Priority Health Medicare,PriorityMedicare HMO-POS No RX EGWP Non-Calendar (HMO-POS),Spectrum Health System,07/01/2005
H2322,4,Local CCP,Local PPO,Yes,No,No,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Option 4 (PPO),Henry Ford Health System,08/01/2005
H2322,8,Local CCP,Local PPO,Yes,No,No,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Option 3 (PPO),Henry Ford Health System,08/01/2005
H2322,11,Local CCP,Local PPO,Yes,No,No,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Option 1 (PPO),Henry Ford Health System,08/01/2005
H2322,12,Local CCP,Local PPO,Yes,No,No,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Option 2 (PPO),Henry Ford Health System,08/01/2005
H2322,801,Local CCP,Local PPO,No,No,Yes,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Group (PPO),Henry Ford Health System,08/01/2005
H2322,803,Local CCP,Local PPO,Yes,No,Yes,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,HAP Senior Plus (PPO),HAP Senior Plus Group (PPO),Henry Ford Health System,08/01/2005
H2334,1,Local CCP,Local PPO,Yes,Yes,No,"EON HEALTH, INC. (SC)",Clear Spring Health,EON GOLD (PPO SNP),Delaware Life Insurance Company,01/01/2017
H2334,3,Local CCP,Local PPO,Yes,No,No,"EON HEALTH, INC. (SC)",Clear Spring Health,EON CHOICE (PPO),Delaware Life Insurance Company,01/01/2017
H2354,15,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus (HMO),Henry Ford Health System,04/01/1997
H2354,18,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Henry Ford Tiered Access (HMO),Henry Ford Health System,04/01/1997
H2354,19,Local CCP,HMO/HMOPOS,No,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Medical Only (HMO),Henry Ford Health System,04/01/1997
H2354,20,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Option 1 (HMO-POS),Henry Ford Health System,04/01/1997
H2354,21,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Option 2 (HMO-POS),Henry Ford Health System,04/01/1997
H2354,22,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Option 3 (HMO-POS),Henry Ford Health System,04/01/1997
H2354,24,Local CCP,HMO/HMOPOS,Yes,No,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Primary Choice Medicare (HMO),Henry Ford Health System,04/01/1997
H2354,25,Local CCP,HMO/HMOPOS,Yes,Yes,No,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Empowered Duals (HMO SNP),Henry Ford Health System,04/01/1997
H2354,801,Local CCP,HMO/HMOPOS,No,No,Yes,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Group (HMO),Henry Ford Health System,04/01/1997
H2354,802,Local CCP,HMO/HMOPOS,Yes,No,Yes,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,HAP Senior Plus Group (HMO-POS),Henry Ford Health System,04/01/1997
H2386,1,National PACE,National PACE,Yes,No,No,"APPALACHIAN AGENCY FOR SENIOR CITIZENS, INC.","Appalachian Agency for Senior Citizens, Inc,",AllCARE for Seniors - Duals (PACE),"Appalachian Agency for Senior Citizens, Inc.",05/01/2008
H2386,2,National PACE,National PACE,Yes,No,No,"APPALACHIAN AGENCY FOR SENIOR CITIZENS, INC.","Appalachian Agency for Senior Citizens, Inc,",AllCARE for Seniors - Medicare only (PACE),"Appalachian Agency for Senior Citizens, Inc.",05/01/2008
H2392,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"KANSAS SUPERIOR SELECT, INC.",Kansas Health Advantage,Kansas Health Advantage (HMO SNP),Kansas Superior Select,01/01/2018
H2400,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SIGNATURE ADVANTAGE, LLC",Signature Advantage (HMO SNP),Signature Advantage (HMO SNP),"SA Plan, LLC",01/01/2016
H2406,1,Local CCP,Local PPO,Yes,Yes,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Nursing Home Plan 1 (PPO SNP),"UnitedHealth Group, Inc.",06/01/2001
H2406,8,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,9,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,10,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,11,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,12,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,13,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,14,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,15,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,16,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,17,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,18,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,19,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareComplete Choice (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,20,Local CCP,Local PPO,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Sync (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,805,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,806,Local CCP,Local PPO,No,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,807,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,808,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,809,Local CCP,Local PPO,No,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,810,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,811,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,812,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,813,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,814,Local CCP,Local PPO,No,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,815,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,816,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,817,Local CCP,Local PPO,No,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,818,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,819,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,820,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,821,Local CCP,Local PPO,No,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,822,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,823,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,824,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,825,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,826,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,827,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,828,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,829,Local CCP,Local PPO,No,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,830,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,831,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,832,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,833,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2406,834,Local CCP,Local PPO,Yes,No,Yes,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (PPO),"UnitedHealth Group, Inc.",06/01/2001
H2416,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE,PrimeWest Health,PrimeWest Senior Health Complete (HMO SNP),PrimeWest Rural MN Health Care Access Initiative,07/01/2005
H2417,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,ITASCA MEDICAL CARE,Itasca Medical Care/IMCare Classic,IMCare Classic (HMO SNP),Itasca County,06/01/2005
H2419,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,SeniorCare Complete (HMO SNP),South Country Health Alliance,08/01/2005
H2422,2,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HEALTHPARTNERS, INC.",HealthPartners,HealthPartners Minnesota Senior Health Options (HMO SNP),"HealthPartners, Inc.",05/01/2005
H2425,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE PLUS,Blue Plus,SecureBlue (HMO SNP),"Aware Integrated, Inc.",09/01/2005
H2446,1,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,Blue Cross Strive Medicare Advantage Choice (HMO-POS),"Aware Integrated, Inc.",01/01/2019
H2446,2,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,Blue Cross Strive Medicare Advantage Complete (HMO-POS),"Aware Integrated, Inc.",01/01/2019
H2450,1,1876 Cost,1876 Cost,Yes,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Basic w/Rx 2 (Cost),Medica Holding Company,01/01/1990
H2450,2,1876 Cost,1876 Cost,Yes,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Enhanced w/Rx 2 (Cost),Medica Holding Company,01/01/1990
H2450,7,1876 Cost,1876 Cost,Yes,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Thrift w/Rx (Cost),Medica Holding Company,01/01/1990
H2450,16,1876 Cost,1876 Cost,Yes,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Basic w/Rx (Cost),Medica Holding Company,01/01/1990
H2450,17,1876 Cost,1876 Cost,Yes,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Enhanced w/Rx (Cost),Medica Holding Company,01/01/1990
H2450,22,1876 Cost,1876 Cost,Yes,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Value w/Rx (Cost),Medica Holding Company,01/01/1990
H2450,30,1876 Cost,1876 Cost,No,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Thrift (Cost),Medica Holding Company,01/01/1990
H2450,31,1876 Cost,1876 Cost,No,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Value (Cost),Medica Holding Company,01/01/1990
H2450,32,1876 Cost,1876 Cost,No,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Basic (Cost),Medica Holding Company,01/01/1990
H2450,33,1876 Cost,1876 Cost,No,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Enhanced (Cost),Medica Holding Company,01/01/1990
H2450,34,1876 Cost,1876 Cost,No,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Core (Cost),Medica Holding Company,01/01/1990
H2450,35,1876 Cost,1876 Cost,Yes,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Core w/Rx (Cost),Medica Holding Company,01/01/1990
H2450,36,1876 Cost,1876 Cost,No,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Premier (Cost),Medica Holding Company,01/01/1990
H2450,37,1876 Cost,1876 Cost,Yes,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Premier w/Rx (Cost),Medica Holding Company,01/01/1990
H2450,38,1876 Cost,1876 Cost,No,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Focus (Cost),Medica Holding Company,01/01/1990
H2450,39,1876 Cost,1876 Cost,Yes,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Focus w/Rx (Cost),Medica Holding Company,01/01/1990
H2450,40,1876 Cost,1876 Cost,No,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Total (Cost),Medica Holding Company,01/01/1990
H2450,41,1876 Cost,1876 Cost,Yes,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Total w/Rx (Cost),Medica Holding Company,01/01/1990
H2450,42,1876 Cost,1876 Cost,No,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Premier (Cost),Medica Holding Company,01/01/1990
H2450,43,1876 Cost,1876 Cost,No,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Premier (Cost),Medica Holding Company,01/01/1990
H2450,44,1876 Cost,1876 Cost,No,No,No,MEDICA INSURANCE COMPANY,Medica,Medica Prime Solution Standard (Cost),Medica Holding Company,01/01/1990
H2450,801,1876 Cost,1876 Cost,Yes,No,Yes,MEDICA INSURANCE COMPANY,Medica,Medica Group Prime Solution w/Rx (Cost),Medica Holding Company,01/01/1990
H2456,2,Local CCP,HMO/HMOPOS,Yes,Yes,No,UCARE MINNESOTA,UCare's MSHO,UCare's Minnesota Senior Health Options (HMO SNP),UCare Minnesota,01/01/1997
H2458,2,Local CCP,HMO/HMOPOS,Yes,Yes,No,MEDICA HEALTH PLANS,Medica,Medica DUAL Solution (HMO SNP),Medica Holding Company,07/01/1997
H2459,1,Local CCP,HMO/HMOPOS,No,No,No,UCARE MINNESOTA,UCare,UCare Value (HMO-POS),UCare Minnesota,05/01/1998
H2459,20,Local CCP,HMO/HMOPOS,Yes,No,No,UCARE MINNESOTA,UCare,UCare Prime (HMO-POS),UCare Minnesota,05/01/1998
H2459,21,Local CCP,HMO/HMOPOS,Yes,No,No,UCARE MINNESOTA,UCare,UCare Classic (HMO-POS),UCare Minnesota,05/01/1998
H2459,23,Local CCP,HMO/HMOPOS,Yes,No,No,UCARE MINNESOTA,UCare,UCare Essentials Rx (HMO-POS),UCare Minnesota,05/01/1998
H2459,24,Local CCP,HMO/HMOPOS,Yes,No,No,UCARE MINNESOTA,UCare,UCare Standard (HMO-POS),UCare Minnesota,05/01/1998
H2459,25,Local CCP,HMO/HMOPOS,Yes,No,No,UCARE MINNESOTA,UCare,UCare Total (HMO-POS),UCare Minnesota,05/01/1998
H2459,26,Local CCP,HMO/HMOPOS,Yes,No,No,UCARE MINNESOTA,UCare,UCare Complete (HMO-POS),UCare Minnesota,05/01/1998
H2459,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,UCARE MINNESOTA,UCare,Group UCare (HMO-POS),UCare Minnesota,05/01/1998
H2461,5,1876 Cost,1876 Cost,No,No,No,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,Platinum Blue Core Plan (Cost),"Aware Integrated, Inc.",01/01/1999
H2461,6,1876 Cost,1876 Cost,No,No,No,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,Platinum Blue Choice Plan (Cost),"Aware Integrated, Inc.",01/01/1999
H2461,7,1876 Cost,1876 Cost,No,No,No,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,Platinum Blue Complete Plan (Cost),"Aware Integrated, Inc.",01/01/1999
H2461,8,1876 Cost,1876 Cost,Yes,No,No,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,Platinum Blue Core Plan with Rx (Cost),"Aware Integrated, Inc.",01/01/1999
H2461,9,1876 Cost,1876 Cost,Yes,No,No,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,Blue Cross and Blue Shield of Minnesota,Platinum Blue Choice Plan with Rx (Cost),"Aware Integrated, Inc.",01/01/1999
