"","3030-Angiocardiography","3040-Audiology","3050-Bacteriology and Microbiology","3070-Birthing Center","3120-Cardiac Catheterization Laboratory","3140-Cardiology","3180-Chemistry","3190-Chemotherapy","3220-Circumcision","3230-CAT Scan","3240-Cytology","3260-Echocardiography","3280-EKG and EEG","3290-Electromyography","3320-Electroshock Therapy","3340-Gastro Intestinal Services","3350-Hematology","3360-Histology","3370-Holter Monitor","3380-Immunology","3390-Laboratory - Clinical","3420-Laboratory - Pathological","3430-Magnetic Resonance Imaging (MRI)","3440-Mammography","3450-Nuclear Medicine-Diagnostic","3480-Oncology","3540-Prosthetic Devices","3550-Psychiatric/Psychological Services","3560-Pulmonary Function Testing","3620-Stress Test","3630-Ultra Sound","3640-Urology","3650-Vascular Lab","3700-Operating Room","3800-Recovery Room","3900-Delivery Room & Labor Room","4000-Anesthesiology","4100-Radiology - Diagnostic","4200-Radiology-Therapeutic","4600-Whole Blood & Packed Red Blood Cells","4700-Blood Storing, Processing, & Trans.","4800-Intravenous Therapy","4900-Respiratory Therapy","5000-Physical Therapy","5100-Occupational Therapy","5200-Speech Pathology","5500-Med Supplies Charged to Patient","5600-Drugs Charged to Patients","5700-Renal Dialysis","5800-ASC","6000-Clinic","6100-Emergency","6201-Observation Beds (Distinct Part)","8600-Other Organ Acquisition (Specify)","PCCR_OR_and_Anesth_Costs"
"Epistaxis w/o MCC ",0,0,0,0,0,1819.5,0,0,0,0,0,0,265.636666666667,0,0,0,0,0,0,0,1251.96222222222,0,10163.19,0,0,0,0,0,198,0,0,0,18158.45,4472,968.89,0,1626.775,328,0,0,1486.35,356.5,457.22,453,318,0,487.838,811.1825,0,0,137,1661.00888888889,1541.25,0,6098.775
"Esophagitis, gastroent & misc digest disorders w MCC",0,0,825.383333333333,0,0,1913,1220.3875,0,0,3880.6246969697,0,2160.79,677.782666666667,0,0,3030.34833333333,365.029411764706,194.59,0,397.875,2008.90616161616,788.367,3933.11777777778,0,5849,628,0,0,596.6575,238,729.343529411765,0,1064.5,2477.25473684211,1127.73333333333,0,760.685,751.61527027027,41974.23,0,1184.53125,653.283513513514,1153.5135,736.607777777778,558.038181818182,871.728,740.827636363636,3098.98553398058,1423.23375,0,268.524,2074.59333333333,978.850833333333,0,3237.93973684211
"Esophagitis, gastroent & misc digest disorders w/o MCC",0,0,555.439516129032,0,11086.7775,1872.63615384615,922.439024390244,680,0,3669.68633147114,308,1982.69473684211,290.811992882562,0,0,3564.93448275862,364.412921348315,291.885,929.163333333333,482.3125,1224.55930955121,545.755714285714,3673.5928,0,2675.2975,334.714285714286,0,0,469.218142857143,693.86,791.80654676259,0,1058.75444444444,3169.11258426966,1093.288,0,650.731111111111,692.890072992701,17975.91,0,1314.95666666667,716.436861538462,867.647738095238,694.755,621.883111111111,903.466666666667,587.409134948097,1173.342675709,0,2568.2,692.837441860465,1892.51556910569,1631.39685714286,0,3819.84369538077
"Extensive burns or full thickness burns w MV 96+ hrs w skin graft",0,0,0,0,0,0,0,0,0,11734.81,0,2312.17,1761.17,0,0,0,0,0,0,0,16902.48,0,0,0,0,0,191.1,0,0,0,0,0,1264,52285.1275,523.52,0,8779.7325,6169.045,0,0,7369.725,0,28854.605,6227.655,9147.3675,2523.31,6822.47,45568.8325,0,0,0,13417.6625,0,0,61064.86
"Extracranial procedures w CC ............ ",0,0,0,0,0,0,0,0,0,12001.2266666667,0,1776.48333333333,169,0,0,0,0,0,0,0,794.0892,168.59,3451,0,5849,0,0,0,0,238,800,0,4796.644,12850.5042857143,1358.46833333333,0,2251.7062962963,409.99,0,0,0,0,459.044,488.97,586.44,1103.76,1452.66037037037,2275.88892857143,750.23,0,194,2845.31666666667,211.5,0,15102.2105820106
"Extracranial procedures w MCC ......... ",0,0,0,0,10082.43,6147.63,0,0,0,6082.59166666667,0,2547.20666666667,695.223333333333,0,0,0,0,0,0,0,2019.18363636364,308,6841.60333333333,0,0,0,0,0,0,0,800,0,1022.5,13502.98,1313.58833333333,0,2317.99333333333,1192.74,0,0,0,0,2518.24,785.728333333333,1044.50666666667,536.563333333333,1682.22545454545,3937.44818181818,2810.04,0,194,2152.876,211.5,0,15820.9733333333
"Extracranial procedures w/o CC/MCC ",0,0,0,0,0,0,0,0,0,7318.145,0,2289.01,174.5,0,0,0,0,0,0,0,420.522542372881,261.53,3484.565,0,4132,0,0,0,164,966,800,0,1146,12173.4748484848,1338.95046875,0,2150.28378787879,411.434444444444,0,0,0,0,228.5925,613.302,350.56,0,566.915909090909,2061.4003030303,0,0,195.142857142857,2611.77333333333,0,0,14323.7586363636
"Extraocular procedures except orbit",0,0,0,0,0,0,0,0,0,3624.90166666667,0,2388.8,0,0,0,0,0,0,0,0,1001.57125,140.643333333333,0,0,0,0,0,0,0,0,0,0,941.83,13662.044,968.235714285714,0,2162.24,409.526666666667,0,0,0,0,268.6,555.948,432.955,0,142.63,2545.36888888889,0,7337.645,196,2587.77428571429,634.5,0,15824.284
"Extreme immaturity or respiratory distress syndrome, neonate",0,534.832678571429,258,0,0,0,625,0,486.069333333333,0,0,5470.68571428571,649.61,0,0,0,244,0,539.89,458.945,5457.34,178.235,5325.6,0,0,0,0,0,641.643333333333,0,1996.62282051282,0,942.881666666667,6361.39926829268,847.78,0,2614.732,5772.44359375,0,0,5171.06642857143,0,21398.6677272727,836.206666666667,2035.31,2443.4625,431.935581395349,18937.44421875,0,8369.59,402.692222222222,0,0,0,8976.13126829268
"False labor",0,0,179,0,0,0,355.125,0,0,0,0,0,0,0,0,0,123,0,0,278.5,917.981428571429,0,0,0,0,0,0,0,0,0,971.253333333333,0,0,0,0,2527.23833333333,0,433.53,0,0,0,0,0,0,0,0,108,229.406666666667,0,0,0,0,0,0,0
"Female reproductive system reconstructive procedures",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.19,0,0,0,0,0,0,0,0,0,0,0,0,15309.58,3257.8,0,1273.17,0,0,0,0,0,0,0,0,0,2784.49,1165.27,0,0,0,0,0,0,16582.75
"Fever of unknown origin ",0,0,618.03125,0,0,1913,850.8125,594.11,0,4658.41027777778,0,2253.68,315.154814814815,0,0,0,375.46875,0,0,484.25,1754.236125,886.161428571429,8094.11,0,4690.905,0,0,0,473.988,0,998.825333333333,0,888.776,1973.13125,0,0,643.536666666667,506.98301369863,0,0,1827.43222222222,551.3109375,601.525,680.5075,493.316666666667,846.6325,429.796666666667,1097.89636363636,927.235,0,194.833333333333,1822.74777777778,1019.836,0,2616.66791666667
"Foot procedures w CC ",0,0,1366.66666666667,0,0,0,610,0,0,5336.44222222222,0,0,217.47375,0,0,0,211,0,0,0,1338.99736842105,316.127692307692,2973.16142857143,0,1827.71,0,0,0,0,0,0,0,800,7492.42739130435,1312.13352941176,0,1174.53,1072.84444444444,0,0,0,537.4,3316.6,938.355294117647,1168.41714285714,0,3907.52142857143,2653.41782608696,0,14758.59,0,2087.75285714286,1057.5,0,8666.95739130435
"Foot procedures w MCC",0,0,0,0,0,1951,0,0,0,2305.84333333333,0,1681.63,245,0,0,0,0,0,0,0,2872.1225,314.665,1764,0,2147,0,0,0,167.15,0,772.16,0,1913,5411.9125,780.173333333333,0,590.1825,809.51,0,0,0,491,188,413.546666666667,477,0,2161.7,4464.1,5001.52,0,226,1814.36666666667,0,0,6002.095
"Foot procedures w/o CC/MCC",0,0,1240,0,0,0,872,0,0,4253.69,0,2312.17,184.94,0,0,0,0,0,0,0,1539.067,341.6325,3637.5,0,3139,0,0,0,0,0,278.53,0,0,11097.8142857143,1783.56090909091,0,1488.69071428571,862.022857142857,0,0,0,937,0,687.594444444444,384.49,0,744.611666666667,2000.58357142857,0,0,829,1659.9,0,0,12586.505
"Fractures of femur w MCC",0,0,0,0,0,0,0,0,0,5028.595,0,2270.05,1184.625,0,0,0,0,0,0,0,6989.25,0,0,0,0,0,0,0,0,0,0,0,0,13910,1656.61,0,889.34,3275.745,0,0,2237.115,0,6438.415,1104.58,917.92,0,2486.175,4057.81333333333,0,0,0,2471.16333333333,0,0,14799.34
"Fractures of femur w/o MCC",0,0,0,0,0,0,147.5,0,0,2529.575,0,0,257.468333333333,0,0,0,179,0,0,288.5,900.973076923077,0,0,0,0,0,108.09,0,371.1,0,0,0,615.99,6072.79166666667,938.718333333333,0,1081.43333333333,1151.77117647059,0,0,1198.7,513.5,390,635.48,616.56,663,692.911428571429,495.863125,0,0,0,2319.25941176471,0,0,7154.225
"Fractures of hip & pelvis w MCC ",0,0,209,0,0,1935.5,530.892,0,0,3068.26454545455,0,2667.14166666667,306.364814814815,0,0,0,342.5,0,0,0,1980.94325,430.44,0,0,0,0,133.76,0,477.145,0,675.74,0,1150.52166666667,4736.13,0,0,875.383333333333,1354.91179487179,0,0,1979.2275,400.0625,3944.07866666667,1028.31857142857,644.743333333333,532.313333333333,1384.15208333333,1809.28282051282,2333.83,0,266,1820.464375,640.18,0,5611.51333333333
"Fractures of hip & pelvis w/o MCC",0,0,256.8,0,0,0,416.369047619048,0,0,3336.93923076923,0,1685.47333333333,333.352222222222,0,0,0,281.173076923077,0,0,512.666666666667,693.279449541284,142.47,3652.99111111111,0,0,0,169.74,0,432.785714285714,0,1036,0,800,7824.20166666667,1369.71,0,1358.00166666667,879.801130434783,0,0,1209.25,285.198636363636,1425.26428571429,1025.06944954128,820.8904,762.071666666667,945.002954545455,679.397142857143,0,0,244,1819.18336538462,1715.46058823529,0,9182.20333333333
"Full term neonate w major problems .. ",0,354.311116071429,264.75,0,0,0,801.833333333333,0,521.408266666667,2324.2,0,4315.45275862069,10765.7645833333,0,0,0,253.222222222222,0,1573.69,299.470740740741,1060.88672209026,204.364,5244.94857142857,0,0,0,0,0,260.36,0,1204.37784313726,0,1799.29,2669.52515151515,830.343333333333,0,2294.88875,1651.98144,0,0,6973.86384615385,637.79,3089.39282051282,0,1254.95133333333,1230.71375,300.211477272727,1710.41485185185,0,0,3431.37928571429,2418.07714285714,0,0,4964.41390151515
"Full thickness burn w skin graft or inhal inj w CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486.53333333333,0,0,0,0,0,0,0,0,0,0,0,0,10606.5166666667,1553.45333333333,0,1668.45666666667,658.826666666667,0,0,0,0,1332.99,760.78,2709.68,257.44,694.35,4510.68333333333,0,0,0,2220.99,0,0,12274.9733333333
"Full thickness burn w skin graft or inhal inj w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.53,0,0,0,0,0,106.28,0,0,0,0,0,0,10850.8933333333,2336.6,0,1612.42,0,0,0,519.7,0,434,1297.43,0,0,1468.40333333333,1498.85666666667,0,0,0,2436.47,0,0,12463.3133333333
"Full thickness burn w/o skin grft or inhal inj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071.178,0,0,0,0,0,0,0,112.46,0,0,0,0,0,0,0,0,393.27,0,0,2634.59,0,0,486.055,700.9,0,194.27,755.281666666667,0,0,0,4340.394,211.5,0,0
"Fx, sprn, strn & disl except femur, hip, pelvis & thigh w MCC",0,0,446,0,0,1951,726.375,0,0,4319.72619047619,367.32,2181.99666666667,247.0175,0,0,0,455.9375,0,0,599,1461.47846153846,274.28,3711.18,0,0,0,0,0,329.505,0,1022.325,0,800.535,2675.875,852.75,0,176,1354.28814814815,0,0,1078.3125,382.821428571429,1532.20666666667,885.263214285714,756.674705882353,1110.06333333333,1568.55461538462,1312.5425,0,0,138,2203.4816,1419.79714285714,0,2851.875
"Fx, sprn, strn & disl except femur, hip, pelvis & thigh w/o MCC",0,0,357,0,0,1899,700.653846153846,0,0,3577.59,0,1914.83,250.85487804878,0,0,0,310.075,0,0,365.25,808.150895522388,0,3058.68571428571,0,3041.98,0,193.6,0,404.535789473684,1271.51,707.392,0,786.355,12239.8158333333,1761.39384615385,0,2165.49,1040.05705035971,0,0,1107.346,563.34935483871,1057.64047619048,765.610287769784,776.731139240506,842.0375,1144.33057692308,848.544132231405,0,0,422.75,1913.58821705426,2090.25739130435,0,14405.3058333333
"G.I. hemorrhage w CC ",0,0,561.433333333333,0,9234.86,1023,1042.32911392405,0,0,3309.50321428571,228.64,2054.35620689655,286.177569721116,0,0,3783.98747747748,562.210714285714,269.432307692308,0,1027.7875,1702.48572687225,434.761834862385,3402.02111111111,0,2768.50870967742,129,0,0,439.163170731707,689.43,640.883571428571,0,4820.208,3027.26704301075,1189.95753424658,0,811.9015,485.850242424242,3791.63,1083,2246.35544262295,502.33856,1371.52147058824,583.068666666667,486.080869565217,640.316,721.283291666667,1175.63314685315,4984.87,2896.288,301.051282051282,1993.81434146341,1083.97666666667,0,3839.16854301075
"G.I. hemorrhage w MCC",0,0,328.2,0,6709.83,1856,1657.515625,0,0,3752.75036363636,0,2089.80424242424,385.485789473684,0,0,4482.58875,585.966666666667,259.453333333333,0,1201.83333333333,2504.48851239669,439.587619047619,4891.16857142857,0,2662.41666666667,0,0,0,597.897857142857,1259.61333333333,654.059,0,3091.62363636364,3513.7525,1136.02666666667,0,623.83,644.484567901235,0,665,2269.19813186813,513.308333333333,2204.53028571429,559.8278,449.51125,941.162857142857,1142.31450704225,2155.7264957265,1625.45857142857,2757,284.625,2482.97434343434,1086.00444444444,0,4137.5825
"G.I. hemorrhage w/o CC/MCC",0,0,140,0,0,0,691.952380952381,0,0,3567.86666666667,0,3138,265.356428571429,0,0,3734.24555555556,455.678571428571,0,0,711.875,1241.25278846154,409.841,4583,0,966.85,0,0,0,364.142857142857,0,690.102,0,1004.76,3020.34965517241,1624.42428571429,0,773,555.227586206897,0,0,1932.7625,590.010666666667,1026.710625,591.886666666667,448.77,0,583.36,602.891084337349,0,3216,694.833333333333,1512.97841463415,3250.3025,0,3793.34965517241
"G.I. obstruction w CC ",0,0,441.4,0,0,1930.33333333333,858.18,0,0,3816.04187845304,199,2033.52090909091,314.785443037975,0,0,1916.70666666667,283.073529411765,0,0,171.333333333333,1365.78673151751,413.6875,3611.81,0,0,0,0,0,490.454285714286,0,959.001875,0,1221.93666666667,2607.09896551724,1286.6275,0,602.688571428571,1124.09396039604,0,0,1477.67333333333,528.631944444444,1367.70684210526,695.002040816326,532.9975,477.09,583.94814159292,1557.40929460581,0,0,170.583333333333,2063.72406392694,591.267777777778,0,3209.78753694581
"G.I. obstruction w MCC",0,0,1086,0,0,1143.855,1069.15,0,0,4797.18,483.015,2140.41,464.145185185185,0,0,3464.896,458.05,778.36,0,283,2753.17048387097,951.351666666667,2847,0,2558.06,288,0,0,624.085,1271.51,613.5625,0,827,3227.72454545455,1690.57,0,1485,1590.08081967213,15399.4,0,1454.01857142857,664.1768,1743.4875,622.866206896552,545.381538461538,967.729,1507.50075,3214.69476923077,2125.65,0,216.8,1897.91854545455,1437.52,0,4712.72454545455
"G.I. obstruction w/o CC/MCC",0,0,164,0,0,0,627.486842105263,0,0,3760.9256462585,0,2312.17,232.502558139535,0,0,774.12,245.863636363636,0,0,0,682.500476190476,228,4575,0,5457,0,0,0,212.526153846154,0,1048.31833333333,0,944.94,1756.83833333333,1361.99,0,502.675,1012.37616766467,0,0,0,525.86435483871,685.3225,518.864285714286,400,383.87,331.388269230769,778.600756756757,0,0,1058.24166666667,2127.77879581152,1301.96636363636,0,2259.51333333333
"Hand or wrist proc, except major thumb or joint proc w CC/MCC",0,0,931,0,0,0,514,0,0,8441.29,0,0,235,0,0,0,0,0,0,0,1897.94125,0,4309.12,0,0,0,0,0,0,0,0,0,0,8615.24,1043.315,0,1303.4575,595.992,0,0,0,565.5,0,288.17,966.473333333333,0,386.35,2625.51,2479.66,0,200,2122.88666666667,0,0,9918.6975
"Hand or wrist proc, except major thumb or joint proc w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137.30666666667,0,0,0,0,0,125.06,0,0,0,0,0,0,5720.91666666667,1396.86333333333,0,1111.12333333333,357,0,0,0,0,0,0,330.83,0,0,576.046666666667,0,0,0,1931.60666666667,0,0,6832.04
"Hand procedures for injuries ............... ",0,0,1077,0,0,0,117,0,0,2324.2,0,0,0,0,0,0,0,0,0,0,974.68,0,0,0,0,0,0,0,0,0,0,0,0,16808.72125,896.308,0,2928.32125,641.915555555556,0,0,0,858,0,410.165,350.56,0,614.643333333333,1499.711,0,0,0,4531.11111111111,5915,0,19737.0425
"Headaches w MCC",0,0,0,0,0,0,0,0,0,3089.79666666667,0,3263.52,2265.404,0,0,0,0,0,0,0,2193.7925,634.64,3878.79333333333,0,0,0,0,0,544.5,0,1242.66,0,0,1952.55,890.17,0,1079.925,839.1,0,0,0,3248.96,914.055,557.1,0,0,2337.62,1127.3,0,0,184,3044.456,1150.72,0,3032.475
"Headaches w/o MCC",0,0,252,0,0,0,827.321428571429,705,0,2892.07142857143,0,1912.46166666667,954.590677966102,0,0,0,379.25,0,887,0,996.074298245614,258.16,5738.94083333333,0,2726.375,0,0,0,455.736666666667,1140.86,535.73,0,6223.22714285714,1562.25785714286,523.52,0,342.3,568.748648648649,0,0,0,766.94625,1951.04333333333,453.8,291.22,562.245,267.269285714286,1553.69161016949,0,0,277,2564.97055555556,1028.45647058824,0,1904.55785714286
"Heart failure & shock w CC",0,0,403.3125,0,3554.4,1678.74467741935,1187.4156626506,1153,0,2916.90227722772,367.32,2213.70995652174,453.13074742268,0,0,1899.27,455.071428571429,0,927.4,481.222222222222,2012.59911708253,980.853333333333,3934.7575,0,4361.64651162791,0,0,0,573.846923076923,753.362941176471,857.868947368421,0,1144.1014893617,2355.15454545455,474.88,0,788.716666666667,529.037239263804,0,0,1298.4137037037,390.017209302326,1433.09092682927,609.582015810277,628.341428571429,813.757272727273,1070.61325490196,1419.21400801603,0,2048,245.483684210526,1672.52978773585,1046.26461538462,0,3143.87121212121
"Heart failure & shock w MCC",0,0,560.188775510204,0,0,2018.08487179487,1606.34904255319,0,0,2709.231375,244.62,2174.98675276753,436.739443207127,0,0,4723.895,533.041095890411,0,0,562.791666666667,2195.68069642857,579.59,2525.75,0,3999.14177777778,0,0,0,779.766298342541,479.324545454545,753.707627118644,0,1049.81825396825,1555.72793103448,960.167142857143,0,550.773333333333,562.124672566372,16657.63,345,1219.93176470588,449.021779661017,2328.58585227273,704.626748466258,572.78193877551,773.3666,1269.51571045576,1708.41936643836,2660.576,1470.43,227.182173913043,1982.50215116279,1097.05939393939,0,2106.50126436782
"Heart failure & shock w/o CC/MCC",0,0,357.75,0,0,1758.26,968.669642857143,0,0,2281.77590909091,0,2239.63918918919,538.343360655738,0,0,0,324.946428571429,0,0,426.75,1487.40540697674,130,0,0,4171.77642857143,0,0,0,477.235777777778,754.930714285714,808.45125,0,991.016666666667,0,0,0,0,439.972086330935,0,0,1143.31666666667,401.862424242424,1101.9034375,619.085526315789,493.471111111111,789.556,899.430476190476,743.143034482759,0,0,232.406428571429,1575.95201550388,1231.51722222222,0,0
"Hepatobiliary diagnostic procedures w CC",0,0,0,0,0,1951,0,0,0,3567.585,274.866666666667,1996.9,236.624,0,0,0,0,0,0,0,2498.69684210526,749.22125,2632.5,0,2170.08,0,0,0,165,0,1069.97875,0,969.016666666667,6357.22833333333,1084.18333333333,0,1995.348,1301.69133333333,8367.81,0,620.95,491,2250.29,618.654,617.135,1442,1237.182,2932.11052631579,0,762.82,664.5,2245.25230769231,143.84,0,8352.57633333333
"Hepatobiliary diagnostic procedures w MCC",0,0,0,0,0,12947.88,0,0,0,6211.72333333333,312.264,2312.17,285.6875,0,0,7208,0,0,0,0,6161.4980952381,824.045714285714,4229.47,0,1273,0,0,0,365,0,2646.77076923077,0,3333.985,10643.0891666667,1042.92333333333,0,2408.67,1456.096875,0,0,4231.81285714286,748.18,1742.075,1467.179,796.285714285714,1208.775,2463.23133333333,13336.9345,3954.865,0,0,3274.82076923077,0,0,13051.7591666667
"Hepatobiliary diagnostic procedures w/o CC/MCC",0,0,0,0,0,0,0,0,0,5663.1,0,0,680,0,0,0,0,0,0,0,1149.44333333333,1088.44,0,0,0,0,0,0,0,0,752,0,0,9258.73666666667,847.78,0,2510.2,703.32,0,0,0,0,0,0,0,0,169.755,1190.55666666667,0,0,388,2419.51,0,0,11768.9366666667
"Hernia procedures except inguinal & femoral w CC",0,0,261,0,0,0,921.142857142857,0,0,3695.03071428571,0,1929.54,299.17875,0,0,0,334.25,0,0,0,1268.78227272727,1499.74,0,0,0,0,0,0,157.48,0,788.864,0,0,10184.1227586207,1274.18037037037,0,1302.614,546.311,0,0,3010,592.857142857143,756.903333333333,1134.12125,1423.46,0,2303.4355,3317.90172413793,0,0,0,1996.148,358.5,0,11486.7367586207
"Hernia procedures except inguinal & femoral w MCC",0,0,0,0,0,311.4,544,0,0,3838.378,0,2640.41,179.883333333333,0,0,0,170,0,0,0,2921.9375,0,0,0,0,0,0,0,483,0,0,0,0,10499.996,1360.1275,0,1249.9725,1799.6325,0,0,1330.4,898,16466.255,226,318,0,1790.502,7086.636,0,0,0,2127.75333333333,0,0,11749.9685
"Hernia procedures except inguinal & femoral w/o CC/MCC",0,0,0,0,0,1706.25,0,0,0,5167.6325,0,4518.52,154.455,0,0,0,0,0,0,0,633.81375,233.61,0,0,0,0,0,0,199.333333333333,0,363.81,0,0,11554.4106060606,1603.86382352941,0,1880.23689655172,378.85375,0,0,0,691.5,544.5,458.583333333333,0,0,2572.70666666667,1532.88685714286,0,11308.53,0,1928.2675,719.2,0,13434.6475026123
"Hip & femur procedures except major joint w CC",0,0,304,0,0,1889.28571428571,623.904255319149,0,0,2909.07771428571,0,2034.54,268.735815217391,0,0,0,501.284482758621,583.77,1321.78,836.5,1609.64857627119,449.82875,3579.88363636364,0,4757.02333333333,0,2570.68714285714,0,214.444230769231,602,740.4275,0,894.384705882353,10804.8547077922,1264.5403030303,0,1492.33591240876,1723.10581699346,27848.5,0,1772.70481751825,452.260204081633,955.5838,978.690360655738,589.541363636364,710.730666666667,3232.70490291262,1420.81619354839,0,0,682.444615384615,1992.42123076923,282,0,12297.190620201
"Hip & femur procedures except major joint w MCC",0,0,281.75,0,0,1629.8,1220.325,0,0,5004.50395348837,0,2206.051,337.176166666667,0,0,1687,552.285714285714,0,0,907,2806.88518518519,225.8025,3302.25666666667,0,3695.48,0,2674.41,0,419.528571428571,188,731.25,0,983.094615384615,12910.8989534884,1331.38425,0,1739.1653164557,2080.23360465116,0,0,1804.65780487805,299.745333333333,3247.53333333333,1440.58385542169,692.984666666667,941.573684210526,3055.90797101449,2976.03325581395,3887.5175,0,224.333333333333,2626.76866666667,2555,0,14650.0642699441
"Hip & femur procedures except major joint w/o CC/MCC",0,0,259,0,0,1168.015,506.847222222222,0,0,2661.056,0,1820.638,229.414927536232,0,0,0,455.653846153846,0,0,776.6,893.48124137931,699.7975,5512.194,0,0,0,1339.77333333333,0,279.865882352941,0,171.84,0,1189,10508.0238414634,1555.0341509434,0,1523.60992753623,1386.08238993711,0,0,1085.42235294118,277.25,1509.85866666667,980.154347826087,577.479705882353,1008,3367.41532786885,1053.21911949686,0,0,163.8,1915.24692307692,910,0,12031.6337689996
"HIV w extensive O.R. procedure w/o MCC",0,0,0,0,0,0,0,0,0,4112.29,0,0,0,0,0,0,0,0,0,0,16287.26,191.87,0,0,0,0,0,0,0,0,1351.48,0,0,7654.66,1914.19,0,2920.96,2765.16,0,0,2078.8,0,111.68,1592.18,1765.84,0,800.23,25789.36,0,8433.48,0,3714.22,0,0,10575.62
"HIV w major related condition w CC",0,0,0,0,0,0,0,0,0,4148.2875,0,4308.57,814.833333333333,0,0,0,0,0,0,0,3404.21,3230.14,13146.2133333333,0,0,0,0,0,282.73,0,1545.64,0,1094.05,4604.095,0,0,0,463.561428571429,0,0,1229.12,1096.425,921.5,1523.945,3403.04,3535.785,448.82,6738.715,0,0,101,2288.39714285714,11761.11,0,4604.095
"HIV w major related condition w MCC ",0,0,0,0,0,0,0,0,0,8023.7825,0,1996.4,545.21,0,0,0,0,0,0,0,8012.732,721.74,7500,0,0,0,382.2,0,0,0,0,0,0,6391.18333333333,0,0,2749.81,1449.28,0,0,0,2148.72,328.68,2363.546,1382.535,3891.82,165.8325,26128.158,0,0,0,2235.7625,0,0,9140.99333333333
"HIV w major related condition w/o CC/MCC ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,0,0,0,400,0,0,0,0,101.02,291.36,0,0,0,1000,0,0,0
"HIV w or w/o other related condition ",0,0,0,0,0,0,0,0,0,2808.14,0,2312.17,104,0,0,0,0,0,0,0,4673.18,129.52,0,0,0,0,0,0,0,0,764.38,0,0,0,0,0,0,1199.03,0,0,0,0,0,0,0,0,0,6434.43,0,0,0,2747.41,0,0,0
"Hypertension w MCC",0,0,0,0,0,0,0,0,0,1937.435,0,2041.67,535.62,0,0,0,0,0,0,0,2996.14166666667,0,0,0,1503.77,0,0,0,0,0,0,0,1062.83,0,0,0,0,507.604,0,0,0,250.305,278.693333333333,920.795,0,0,873,1405.045,0,0,165.5,1835.07666666667,595.875,0,0
"Hypertension w/o MCC ",0,0,0,0,0,1930.2,1434.16666666667,0,0,2705.12709677419,0,2083.23611111111,339.891538461538,0,0,0,290.9375,0,887,199,1393.33387755102,0,3593.67125,0,4456.22666666667,0,0,0,613.703333333333,1013.20222222222,856.391666666667,0,908.832,0,890.17,0,1478.4,391.019677419355,0,0,0,879.822222222222,5103.60333333333,725.776666666667,393.401428571429,452.51,280.421,915.776428571429,0,0,123,1730.7297826087,1319.345,0,1478.4
"Hypertensive encephalopathy w CC",0,0,0,0,0,1941,0,0,0,6832.7,0,2174.86,506.153333333333,0,0,0,0,0,0,0,2092.495,0,3789.71,0,0,0,0,0,0,0,675.74,0,1004.76,0,0,0,0,0,0,0,0,414.5,0,263.22,468.5,545.246666666667,0,618.6575,0,0,101,2537.1725,0,0,0
"Hypertensive encephalopathy w MCC ",0,0,0,0,0,0,0,0,0,1885.56,0,1681.63,2375.52,0,0,0,0,0,0,0,1892.4975,0,17498.26,0,0,0,0,0,0,0,814.13,0,0,1541.94,0,0,0,767.75,0,0,0,244,1114.69666666667,1079.02,0,0,1420.11,1283.0375,0,0,0,1833,0,0,1541.94
"Hypertensive encephalopathy w/o CC/ MCC",0,0,516,0,0,1941,1736,0,0,1757.8075,0,0,691,0,0,0,246,0,0,0,909.86,0,3860.66666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.88,0,0,0,738,0,893.2,350.56,471,201.54,528.27,0,0,0,2049.004,0,0,0
"Inborn errors of metabolism",0,0,140,0,0,0,2976,0,0,2857.5575,0,2720.915,1829.786,0,0,0,815,0,0,120,4095.15833333333,1819.26666666667,6962.10333333333,0,7667.7,0,0,0,0,0,835.756666666667,0,1004.76,3210.715,794.965,0,884.275,881.726,0,0,1481.32,546.5,447.87,597.503333333333,405.54,579.47,1152.445,222376.347,0,5111.2,0,2324.21285714286,246.75,0,4094.99
